PERÍODO,EMPRESA,LOCALIDAD,PROVINCIA,INSUMO,"CUPO TOTAL ASIGNADO ","PRODUCCIÓN ","VENTAS TOTALES ","PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA (antes AXION ENERGY ARGENTINA S.A.)","PETROBRAS ARGENTINA S.A.","FOX PETROL S.A.","REFINERÍA DEL NORTE S.A.","SHELL ARGENTINA C.A.P.S.A.","YPF S.A.","ENERGÍA Y DERIVADOS DEL PETRÓLEO S.A.","OIL COMBUSTIBLES S.A.","TRAFIGURA ARGENTINA S.A.","REFI PAMPA S.A."
2014/09/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1603,"3137,662665824384","1807,6310802274163",0,0,0,0,0,"1807,63",0,0,0,0
2014/09/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",1987,"3002,9564118761846","1797,3847125710677","265,33","217,09",0,0,0,"1095,3",0,"219,66",0,0
2014/09/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,3892,"4116,23499684144","3897,890082122552","696,15","109,03",0,0,"888,46","2097,01",0,"107,24",0,0
2014/09/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4170,"4771,813013265951","4049,740998104864","776,42",0,0,0,"941,79","1795,03",0,"536,49",0,0
2014/09/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1660,"3991,0423246999367","1696,4497789008212",0,0,0,0,0,"1696,45",0,0,0,0
2014/09/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",6471,"6774,744156664561","6862,526847757422","771,26","717,07",0,"1188,53","1253,67","2533,27","72,63","326,1",0,0
2014/09/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,5128,"4063,1711939355655","5129,500947567909",0,0,0,0,0,"5129,5",0,0,0,0
2014/09/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1672,"1677,8269109286166","1384,7125710675932","1019,58",0,0,0,"256,48",0,0,"108,65",0,0
2014/09/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,8869,"7353,796588755527","8870,044219835756","2643,46","1056,05","38,5",0,"1224,52","3907,52",0,0,0,0
2014/09/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",950,"2371,850915982312","978,761844598863",0,0,0,0,"513,96","464,8",0,0,0,0
2014/09/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,3258,"3543,070120025269","3369,4504106127606","1203,11",0,0,0,"400,61","1553,22",0,"212,52",0,0
2014/10/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,9234,"10154,870499052433","9379,545167403663","1990,73","362,79",0,0,"1582,85","4755,08","77,25","610,84",0,0
2014/10/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3937,"7726,001263423879","3996,993051168667",298,0,0,0,2789,910,0,0,0,0
2014/10/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1019,"915,1105495893872","975,9065066329754",0,0,0,0,0,"975,91",0,0,0,0
2014/10/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1603,"3418,660770688566","1601,2886923562858",0,0,0,0,0,"1601,29",0,0,0,0
2014/10/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2257,"2833,3291219204043","2085,7359444093495","679,77","219,96",0,0,0,"1080,15",0,"105,85",0,0
2014/10/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4933,"4277,9532533164875","4915,893872394188","410,2","108,12",0,0,"1147,99","2932,2",0,"317,38",0,0
2014/10/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4940,"4491,926721415035","4339,2545799115605","775,89",0,0,0,"1124,99","1999,65",0,"438,72",0,0
2014/10/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1660,"3310,8780795957045","1739,557801642451",0,0,0,0,0,"1739,56",0,0,0,0
2014/10/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7719,"8327,871130764372","7772,571067593178","1345,75","611,21",0,"1187,39","1427,44","2806,88","69,85","324,06",0,0
2014/10/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,5865,"5940,619077700569","5866,077068856602",0,0,0,0,0,"5866,08",0,0,0,0
2014/10/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2166,"1794,061907770057","2121,2886923562855","1581,81",0,0,0,"395,45",0,0,"144,03",0,0
2014/10/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,9920,"12137,713202779532","9978,054327226784","2406,05","1383,17","38,36",0,"1253,84","4896,63",0,0,0,0
2014/10/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1112,"2572,5584333543907","1086,7593177511055",0,0,0,0,"690,99","395,77",0,0,0,0
2014/10/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4120,"4272,444725205306","4137,2836386607705","1608,02",0,0,0,"509,95","1834,04",0,"185,28",0,0
2014/11/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,9404,"10832,798483891345","9558,86291850916","2061,67","288,67",0,0,"1537,74","4978,39","76,66","615,74",0,0
2014/11/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4106,"9037,005685407454","4131,004421983575",296,0,0,0,2925,910,0,0,0,0
2014/11/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1063,"1052,9121920404295","1075,6790903348074",0,0,0,0,0,"1075,68",0,0,0,0
2014/11/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1932,"3450,5622236260265","1919,5704358812382",0,0,0,0,0,"1919,57",0,0,0,0
2014/11/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2416,"2889,564118761845","2425,5337965887556","1015,49","217,28",0,0,0,"1081,6",0,"111,16",0,0
2014/11/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,5810,"5613,39229311434","5814,605180037903","185,37","146,34",0,0,"1218,37","3968,87",0,"295,65",0,0
2014/11/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5153,"4478,458622867972","4569,677826910929","776,94",0,0,0,"1413,96","1976,14",0,"402,64",0,0
2014/11/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1660,"1443,2722678458622","1722,0467466835123",0,0,0,0,0,"1722,05",0,0,0,0
2014/11/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8051,"7806,203411244473","7900,063171193935","1302,99","610,02",0,"1202,78","1433,01","3023,44","36,12","291,7",0,0
2014/11/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,6206,"6188,250157927985","6212,2552116235",0,0,0,0,0,"6212,25",0,0,0,0
2014/11/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2019,"1506,0012634238788","1753,632343651295","1321,54",0,0,0,"323,44",0,0,"108,65",0,0
2014/11/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,10156,"10328,376500315857","10211,017056222363","2558,02","1195,85","38,33",0,"1429,8","4989,02",0,0,0,0
2014/11/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1159,"2076,879343019583","1058,4586228679723",0,0,0,0,"659,77","398,69",0,0,0,0
2014/11/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4832,"4691,8509159823125","4840,404295641188","2372,7",0,0,0,"509,3","1815,05",0,"143,35",0,0
2014/12/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,11200,"10699,936828806065","11271,4718888187","2265,33","292,06",0,0,"1874,12","6009,7","112,56","717,7",0,0
2014/12/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4560,"4546,99936828806","4603,006948831333",299,0,0,0,3399,905,0,0,0,0
2014/12/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1132,"1118,1680353758686","1194,074542008844",0,0,0,0,0,"1194,07",0,0,0,0
2014/12/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2053,"1380,1642451042326","2017,081490840177",0,0,0,0,0,"2017,08",0,0,0,0
2014/12/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2553,"1203,2090966519268","2112,280480101074","799,48","147,44",0,0,0,"1018,47",0,"146,89",0,0
2014/12/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7500,"5514,845230574858","6215,072646873025","187,37","218,2",0,0,"1950,32","3532,99",0,"326,19",0,0
2014/12/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5593,"3959,6083385976","4809,728363866077","697,74",0,0,0,"1521,64","2194,49",0,"395,86",0,0
2014/12/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2250,"318,52179406190777","2264,687302590019",0,0,0,0,0,"2264,69",0,0,0,0
2014/12/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8465,"10226,241313960834","8650,120025268478","1427,98","763,38",0,"1248,02","1424,11","3319,48","103,18","363,95",0,0
2014/12/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,6200,"5700,56854074542","6106,12760581175",0,0,0,0,0,"6106,13",0,0,0,0
2014/12/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2193,"1727,1004421983575","1416,298168035376","943,78",0,0,0,"365,13",0,0,"107,39",0,0
2014/12/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,12000,"6502,072015161087","11791,446620341125","2360,78","1528,19","38,47",0,"1858,39","6005,62",0,0,0,0
2014/12/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1243,"1459,2672141503474","1091,0170562223625",0,0,0,0,"696,98","394,04",0,0,0,0
2014/12/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,6030,"5157,915350600126","5911,383449147189","1644,71",0,0,0,"799,97","3321,52",0,"145,18",0,0
2015/01/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,10175,"10530,63802905875","10231,38344914719","2057,94","396,41",0,0,"1580,04","5331,55","112,44",753,0,0
2015/01/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4028,0,"4180,998104864182",335,0,0,0,2692,1154,0,0,0,0
2015/01/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1043,"1198,4080859128237","1028,1743524952622",0,0,0,0,0,"1028,17",0,0,0,0
2015/01/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1936,0,"1937,7132027795326",0,0,0,0,0,"1937,71",0,0,0,0
2015/01/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2420,0,"2704,384080859128","1025,04","219,1",0,0,0,"1278,89",0,"181,35",0,0
2015/01/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6000,"6089,703095388503","5808,679722046746","184,88","184,31",0,0,"1625,8","3335,36",0,"478,33",0,0
2015/01/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5065,"6352,444725205307","5480,783322804801","772,84",0,0,0,"1416,55","2425,41",0,866,0,0
2015/01/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2065,0,"2107,668982943778",0,0,0,0,0,"2107,67",0,0,0,0
2015/01/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7905,"8367,504737839545","9275,57801642451","1525,9","822,94",0,"1259,85","1405,87","3822,07",0,"438,94",0,0
2015/01/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,6000,"3940,6190777005686","4051,8003790271637",0,0,0,0,0,"4051,8",0,0,0,0
2015/01/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1859,"1239,418825015793","1620,9728363866077","1078,96",0,0,0,"363,87",0,0,"178,14",0,0
2015/01/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,11033,"10883,133291219205","11043,76500315856","2502,64","611,75","76,21",0,"1997,88","5855,29",0,0,0,0
2015/01/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1136,0,"1231,9140871762477",0,0,0,0,"797,49","434,43",0,0,0,0
2015/01/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5878,"5184,181933038534","5873,695514845231","1537,37",0,0,0,"506,14","3649,46",0,"180,72",0,0
2015/02/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,11217,"7994,996841440304","10492,520530638029","2278,5","643,84",0,0,"1611,69","5077,22","112,92","768,35",0,0
2015/02/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3883,"3206,999368288061","3842,008843967151",299,0,0,0,2746,"797,01",0,0,0,0
2015/02/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1005,"972,4826279216678","972,1541377132029",0,0,0,0,0,"972,15",0,0,0,0
2015/02/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1827,"1467,5931775110548","1870,7517372078332",0,0,0,0,0,"1870,75",0,0,0,0
2015/02/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2283,"1261,4529374605181","2377,3720783322806","1134,55","183,23",0,0,0,"915,2",0,"144,38",0,0
2015/02/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6300,"6072,065698041693","5902,072015161087","182,77","402,73",0,0,"1586,01","3286,38",0,"444,18",0,0
2015/02/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4873,"3636,6013897662665","4733,240682248895","775,14",0,0,0,"1483,17","1970,18",0,"504,75",0,0
2015/02/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1948,0,"1938,6860391661403",0,0,0,0,0,"1938,69",0,0,0,0
2015/02/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7613,"6644,308275426406","7484,030322173089","1109,22","246,64",0,"1216,15","1399,29","3146,13",0,"366,59",0,0
2015/02/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,5000,"4334,807327858497",4000,0,0,0,0,0,4000,0,0,0,0
2015/02/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1912,"381,5540113708149","338,59759949463046","301,96",0,0,0,"36,64",0,0,0,0,0
2015/02/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,11250,"10549,867340492734","11275,350600126343","2363,54","1003,79","76,41",0,"2044,67","5786,94",0,0,0,0
2015/02/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1096,0,"1059,8357548957676",0,0,0,0,"695,34","364,5",0,0,0,0
2015/02/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,6172,"5102,640555906506","5387,138344914719","1478,05",0,0,0,"472,18","3219,05",0,"217,85",0,0
2015/03/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,11217,"12687,694251421352","11412,836386607707","3239,89","360,95",0,0,"1611,72","5403,2","76,65","720,43",0,0
2015/03/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4250,"2256,98041692988","4405,003158559697",300,0,0,0,3153,952,0,0,0,0
2015/03/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,"1010,4232469993683","1081,0360075805434",0,0,0,0,0,"1081,04",0,0,0,0
2015/03/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2000,"307,4794693619709","1993,0006317119394",0,0,0,0,0,1993,0,0,0,0
2015/03/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2500,"2869,753632343651","2143,979785217941","870,78","221,4",0,0,0,"907,59",0,"144,21",0,0
2015/03/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6700,"7086,5698041692995","6886,557169930512","480,63","512,96",0,0,"1585,57","3794,53",0,"512,86",0,0
2015/03/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5333,"5556,487681617183","5215,653821857232","773,63",0,0,0,"1485,69","2478,93",0,"477,41",0,0
2015/03/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2133,0,"2190,928616550853",0,0,0,0,0,"2190,93",0,0,0,0
2015/03/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8333,"7393,329121920404","7775,375868603917","508,5","571,07",0,"1212,94","1412,51","3710,93",0,"359,43",0,0
2015/03/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,4000,"5417,561591914087","4299,43145925458",0,0,0,0,0,"4299,43",0,0,0,0
2015/03/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2092,"1156,0328490208465","943,7776373973468","907,13",0,0,0,0,0,0,"36,64",0,0
2015/03/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,12256,"12871,648768161718","12366,670878079594","2358,56","1193,68","38,31",0,"1973,7","6802,42",0,0,0,0
2015/03/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,0,"1207,3278584965256",0,0,0,0,"770,61","436,73",0,0,0,0
2015/03/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,6200,"5985,483259633607","6183,120656980416","1347,24",0,0,0,"799,28","3779,24",0,"257,36",0,0
2015/04/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,9914,"10358,698673404928","10473,025900189514","2718,29","393,3",0,0,"1607,25","5107,28","75,58","571,33",0,0
2015/04/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3931,"1904,0050536955148","4049,9936828806067",302,0,0,0,2830,918,0,0,0,0
2015/04/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1017,"822,1478205938092","1028,0101073910296",0,0,0,0,0,"1028,01",0,0,0,0
2015/04/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1850,0,"1871,1307643714467",0,0,0,0,0,"1871,13",0,0,0,0
2015/04/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2312,"1146,4939987365763","2545,8622867972203","945,09","216,71",0,0,0,"1058,88",0,"325,18",0,0
2015/04/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6852,"6277,9532533164875","6177,776373973468","375,68","403,59",0,0,"1586,08","3111,81",0,"700,62",0,0
2015/04/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4932,"5749,336702463677","5317,094125078964","850,46",0,0,0,"1483,9","2509,63",0,"473,1",0,0
2015/04/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1973,0,"2063,903979785218",0,0,0,0,0,"2063,9",0,0,0,0
2015/04/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7708,"7502,425773847126","7942,830069488314","1403,46","600,3",0,"1407,97","1052,17","3118,19",0,"360,74",0,0
2015/04/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,6000,"5378,395451674037","6133,922931143399",0,0,0,0,0,"6133,92",0,0,0,0
2015/04/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1935,"1818,0669614655717","1943,145925457991","1398,61",0,0,0,"396,71",0,0,"147,82",0,0
2015/04/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,10707,"11790,499052432091","10686,064434617814","2121,16","1018,82",77,0,"1979,68","5489,4",0,0,0,0
2015/04/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1110,"2145,1926721415034","989,6399241945672",0,0,0,0,"588,54","401,1",0,0,0,0
2015/04/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5134,"5323,891345546431","5123,461781427669","1238,9",0,0,0,"506,25","3124,29",0,"254,02",0,0
2015/05/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,11067,"9432,86165508528","11187,416298168037","2167,36","427,24",0,0,"1611,52","6297,41","75,27","608,62",0,0
2015/05/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3914,"368,99557801642453","4033,000631711939",302,0,0,0,2814,917,0,0,0,0
2015/05/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1013,"1196,3487049905243","1018,3449147188882",0,0,0,0,0,"1018,34",0,0,0,0
2015/05/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1842,"890,2337334175617","1345,912823752369",0,0,0,0,0,"1345,92",0,0,0,0
2015/05/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2302,"1993,1648768161717","2040,9096651926723","873,15","220,87",0,0,0,"764,96",0,"181,92",0,0
2015/05/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7651,"7036,0075805432725","7585,394819962097","977,03","403,35",0,0,"1599,62","4095,34",0,"510,06",0,0
2015/05/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4911,"4083,246999368288","5390,473783954518","775,39",0,0,0,"1484,16",2585,0,"545,92",0,0
2015/05/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1965,"702,8048010107391","1313,1648768161717",0,0,0,0,0,"1313,16",0,0,0,0
2015/05/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7674,"7053,265950726469","7068,730259001894","974,87","501,41",0,"1204,48","1167,35","2894,2",0,"326,42",0,0
2015/05/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,7246,"6873,025900189514","7273,531269740998",0,0,0,0,0,"7273,53",0,0,0,0
2015/05/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1926,"2622,8679722046745","2092,2299431459255","1436,51",0,0,0,"403,03",0,0,"252,68",0,0
2015/05/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,11698,"12178,837650031584","11736,32343651295","2564,55","872,62","38,61",0,1993,"6267,54",0,0,0,0
2015/05/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1105,0,"1098,7618445988628",0,0,0,0,"699,7","399,06",0,0,0,0
2015/05/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5000,"130,09475679090335","71,63613392293115",0,0,0,0,"71,64",0,0,0,0,0
2015/06/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,9521,"9864,181933038535","9798,38281743525","2374,01","430,42",0,0,"1623,7","4783,61","113,94","472,71",0,0
2015/06/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3729,"5833,000631711939","3851,004421983576",302,0,0,0,2604,945,0,0,0,0
2015/06/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1122,"1130,2337334175618","1142,1983575489576",0,0,0,0,0,"1142,2",0,0,0,0
2015/06/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2039,"2098,635502210992","2070,1958307012",0,0,0,0,0,"2070,2",0,0,0,0
2015/06/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2029,"2872,0909665192676","1948,8060644346178","458,37","219,36",0,0,0,"1015,79",0,"255,29",0,0
